Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
135,JK Shim,"Understanding the routinised inclusion of race, socioeconomic status and sex in epidemiology: the utility of concepts from technoscience studies",2002,Sociology of health & illness,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-9566.00288,"https://scholar.google.com/scholar?cites=5630292472613287491&as_sdt=40005&sciodt=0,10&hl=en",33,2/3/2022 11:43,,10.1111/1467-9566.00288,,,,,,,135,6.75,135,1,20,"The multifactorial model of disease causation constitutes the dominant conceptual framework underwriting the epidemiology of chronic illness. Under this rubric, factors correlated with disease are analysed at the individual level; accordingly, race, social class …",https://onlinelibrary.wiley.com/doi/pdf/10.1111/1467-9566.00288,"https://scholar.google.com/scholar?q=related:Q7arWyzRIk4J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
135,"PP Hujoel, AM Bollen, CJ Noonan, MA del Aguila",Antepartum dental radiography and infant low birth weight,2004,Jama,jamanetwork.com,https://jamanetwork.com/journals/jama/article-abstract/198630,"https://scholar.google.com/scholar?cites=3019929733413700419&as_sdt=40005&sciodt=0,10&hl=en",34,2/3/2022 11:43,,,,,,,,,135,7.5,34,4,18,"ContextBoth high-and low-dose radiation exposures in women have been associated with low-birth-weight offspring. It is unclear if radiation affects the hypothalamus-pituitary-thyroid axis and thereby indirectly birth weight, or if the radiation directly affects the reproductive …",https://jamanetwork.com/journals/jama/fullarticle/198630,"https://scholar.google.com/scholar?q=related:Q4PDnhfy6CkJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
134,"AV Buchanan, KM Weiss, ...",Dissecting complex disease: the quest for the Philosopher's Stone?,2006,International Journal of …,academic.oup.com,https://academic.oup.com/ije/article-abstract/35/3/562/735560,"https://scholar.google.com/scholar?cites=17696411435172699509&as_sdt=40005&sciodt=0,10&hl=en",35,2/3/2022 11:43,,,,,,,,,134,8.38,45,3,16,"Is the search for the causes of complex disease akin to the alchemist's vain quest for the Philosopher's Stone? Complex chronic diseases have tremendous public health impact in the industrialized world. Much effort has been expended on research into their causes, with …",https://academic.oup.com/ije/article/35/3/562/735560,"https://scholar.google.com/scholar?q=related:dR2h0HBIlvUJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
134,M Allaby,Basics of environmental science,2002,,taylorfrancis.com,https://www.taylorfrancis.com/books/mono/10.4324/9780203137529/basics-environmental-science-michael-allaby,"https://scholar.google.com/scholar?cites=18383307522088657141&as_sdt=40005&sciodt=0,10&hl=en",36,2/3/2022 11:43,BOOK,10.4324/9780203137529,,,,,,,134,6.7,134,1,20,"The new edition of this popular student text offers an engaging introduction to environmental study. It covers the entire breadth of the environmental sciences, providing concise, non-technical explanations of physical processes and systems and the effects of human …",,"https://scholar.google.com/scholar?q=related:9WDc2sqgHv8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
123,ML Barnett,The oral-systemic disease connection: An update for the practicing dentist,2006,The Journal of the American Dental Association,jada.ada.org,https://jada.ada.org/article/S0002-8177(14)62725-2/abstract,"https://scholar.google.com/scholar?cites=839512536568841707&as_sdt=40005&sciodt=0,10&hl=en",37,2/3/2022 11:43,,,,,,,,,123,7.69,123,1,16,"By about 1930, the validity of the focal infection theory began to be questioned, and investigators found, when they considered the available real outcome data, that there was no clear basis for ascribing the occurrence of much systemic disease to the presence of oral …",https://purebrush.com/featured_articles_NewFiles/5S.pdf,"https://scholar.google.com/scholar?q=related:60WsPjSMpgsJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
120,"MJ Khoury, R Millikan, J Little, ...",The emergence of epidemiology in the genomics age,2004,International Journal of …,academic.oup.com,https://academic.oup.com/ije/article-abstract/33/5/936/624024,"https://scholar.google.com/scholar?cites=2249810852492892330&as_sdt=40005&sciodt=0,10&hl=en",38,2/3/2022 11:43,,,,,,,,,120,6.67,30,4,18,"While observational epidemiology is considered to be the scientific foundation of public health2 it is often viewed as a 'soft science'limited by an inherent inability to fully control for confounding, misclassification, and selection bias. 3 Enter the 'genomics era'. 4, 5 With the …",https://academic.oup.com/ije/article/33/5/936/624024,"https://scholar.google.com/scholar?q=related:qlio4gzvOB8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
119,O Amsterdamska,Demarcating epidemiology,2005,"Science, Technology, & Human Values",journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0162243904270719,"https://scholar.google.com/scholar?cites=2994878179819069258&as_sdt=40005&sciodt=0,10&hl=en",39,2/3/2022 11:43,,10.1177/0162243904270719,,,,,,,119,7,119,1,17,"Although epidemiology as a scientific study of disease in populations claimed an independent disciplinary status already in the mid–nineteenth century, its history in the twentieth century can be seen as a continuous and often contentious attempt to define the …",,"https://scholar.google.com/scholar?q=related:Sh-vRdbxjykJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
114,TC Erren,A meta?analysis of epidemiologic studies of electric and magnetic fields and breast cancer in women and men,2001,"… : Journal of the Bioelectromagnetics Society, The …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/1521-186X(2001)22:5+%3C::AID-BEM1027%3E3.0.CO;2-0,"https://scholar.google.com/scholar?cites=8326498654288335617&as_sdt=40005&sciodt=0,10&hl=en",40,2/3/2022 11:43,,10.1002/1521-186X(2001)22:5+%3C::AID-BEM1027%3E3.0.CO;2-0,,,,,,,114,5.43,114,1,21,This paper reviews 43 publications that provide information about possible associations between exposure to electric and magnetic fields (EMF) at work or at home and risks of breast cancer in women and men. Estimation of relative risk associated with exposure was …,,"https://scholar.google.com/scholar?q=related:AdOfD2mqjXMJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
111,T Kawada,Self-rated health and life prognosis,2003,Archives of medical research,Elsevier,https://www.sciencedirect.com/science/article/pii/S0188440903000523,"https://scholar.google.com/scholar?cites=16450852002262730307&as_sdt=40005&sciodt=0,10&hl=en",41,2/3/2022 11:43,,,,,,,,,111,5.84,111,1,19,Background. Effects of self-rated health on survival using prospective surveys were evaluated during the past 20 years mainly in Europe and the US An overview on this field of research was necessary to know the range of risk ratio (RR) of poor self-rated health …,,"https://scholar.google.com/scholar?q=related:Q8ZkV7wqTeQJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
107,"J Pekkanen, N Pearce",Environmental epidemiology: challenges and opportunities.,2001,Environmental health perspectives,ehp.niehs.nih.gov,https://ehp.niehs.nih.gov/doi/abs/10.1289/ehp.011091,"https://scholar.google.com/scholar?cites=13367634108062962876&as_sdt=40005&sciodt=0,10&hl=en",42,2/3/2022 11:43,,10.1289/ehp.011091,,,,,,,107,5.1,54,2,21,"Epidemiology is struggling increasingly with problems with correlated exposures and small relative risks. As a consequence, some scholars have strongly emphasized molecular epidemiology, whereas others have argued for the importance of the population context and …",https://ehp.niehs.nih.gov/doi/pdf/10.1289/ehp.011091,"https://scholar.google.com/scholar?q=related:vBR9gmVgg7kJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
104,N Künzli,The public health relevance of air pollution abatement,2002,European Respiratory Journal,Eur Respiratory Soc,https://erj.ersjournals.com/content/20/1/198.short,"https://scholar.google.com/scholar?cites=13939546318491570737&as_sdt=40005&sciodt=0,10&hl=en",43,2/3/2022 11:43,,,,,,,,,104,5.2,104,1,20,"Assuming a causal relationship between current levels of air pollution and morbidity/mortality, it is crucial to estimate the public health relevance of the problem. The derivation of air pollution attributable cases faces inherent uncertainties and requires …",https://erj.ersjournals.com/content/erj/20/1/198.full.pdf,"https://scholar.google.com/scholar?q=related:MVLLk4U3c8EJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
103,PP Hujoel,Does chronic periodontitis cause coronary heart disease?: A review of the literature,2002,The Journal of the American Dental Association,Elsevier,https://www.sciencedirect.com/science/article/pii/S000281771465296X,"https://scholar.google.com/scholar?cites=13212805045741575979&as_sdt=40005&sciodt=0,10&hl=en",44,2/3/2022 11:43,,,,,,,,,103,5.15,103,1,20,"Background Chronic periodontitis, or CP, has been associated with coronary heart disease, or CHD. This article reviews the available prospective CP-CHD evidence. Literature Reviewed In nine cohort studies, CP was associated with a 15 percent greater risk of …",,"https://scholar.google.com/scholar?q=related:K1_qRS9QXbcJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
103,PC Gøtzsche,Believability of relative risks and odds ratios in abstracts: cross sectional study,2006,Bmj,bmj.com,https://www.bmj.com/content/333/7561/231?etoc%253E=,"https://scholar.google.com/scholar?cites=5480276846261317150&as_sdt=40005&sciodt=0,10&hl=en",45,2/3/2022 11:43,,,,,,,,,103,6.44,103,1,16,"Objective To compare the distribution of P values in abstracts of randomised controlled trials with that in observational studies, and to check P values between 0.04 and 0.06. Design Cross sectional study of all 260 abstracts in PubMed of articles published in 2003 that …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1523498/,"https://scholar.google.com/scholar?q=related:Hi40hMHaDUwJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
100,RM Kaplan,Shared medical decision making: a new tool for preventive medicine,2004,American journal of preventive medicine,ajpmonline.org,https://www.ajpmonline.org/article/S0749-3797(03)00301-5/abstract,"https://scholar.google.com/scholar?cites=10540613007933770925&as_sdt=40005&sciodt=0,10&hl=en",46,2/3/2022 11:43,,,,,,,,,100,5.56,100,1,18,The development of methods for shared medical decision-making is recognized by many groups as an important priority. 1–7 A search of PUBMED under the heading of “shared decision” now produces about 100 hits per year. This issue of the Journal includes two …,,"https://scholar.google.com/scholar?q=related:rQzBJK_HR5IJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
97,P Grandjean,Implications of the precautionary principle for primary prevention and research,2004,Annu. Rev. Public Health,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev.publhealth.25.050503.153941,"https://scholar.google.com/scholar?cites=11353249993707104171&as_sdt=40005&sciodt=0,10&hl=en",47,2/3/2022 11:43,,10.1146/annurev.publhealth.25.050503.153941,,,,,,,97,5.39,97,1,18,The precautionary principle (PP) is an extension of the public health presage that prevention is better than cure. The PP has recently achieved new relevance in regard to serious but uncertain threats to human health and the environment and has now entered national and …,https://www.annualreviews.org/doi/full/10.1146/annurev.publhealth.25.050503.153941,"https://scholar.google.com/scholar?q=related:qycembfYjp0J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
85,"J Little, MJ Khoury, L Bradley, M Clyne, ...",The human genome project is complete. How do we develop a handle for the pump?,2003,American Journal of …,academic.oup.com,https://academic.oup.com/aje/article-abstract/157/8/667/101699,"https://scholar.google.com/scholar?cites=6861717536838850462&as_sdt=40005&sciodt=0,10&hl=en",48,2/3/2022 11:43,,,,,,,,,85,4.47,17,5,19,"A half century since the publication of the structure of the DNA molecule (2), the sequence of the human genome is complete. Some expect this achievement to be translated into advances in medicine and public health relatively rapidly (3–6). Proponents of this approach …",https://academic.oup.com/aje/article/157/8/667/101699,"https://scholar.google.com/scholar?q=related:nhdZrL63OV8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
80,"DL Weed, RE McKeown",Science and social responsibility in public health.,2003,Environmental health perspectives,ehp.niehs.nih.gov,https://ehp.niehs.nih.gov/doi/abs/10.1289/ehp.6198,"https://scholar.google.com/scholar?cites=5232652201535683505&as_sdt=40005&sciodt=0,10&hl=en",49,2/3/2022 11:43,,10.1289/ehp.6198,,,,,,,80,4.21,40,2,19,Epidemiologists and environmental health researchers have a joint responsibility to acquire scientific knowledge that matters to public health and to apply the knowledge gained in public health practice. We examine the nature and source of these social responsibilities …,https://ehp.niehs.nih.gov/doi/pdf/10.1289/ehp.6198,"https://scholar.google.com/scholar?q=related:sTuzGXQdnkgJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
80,"JR Kizer, SE Kimmel",Epidemiologic review of the calcium channel blocker drugs: an up-to-date perspective on the proposed hazards,2001,Archives of internal medicine,jamanetwork.com,https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/648116,"https://scholar.google.com/scholar?cites=2743231308130378826&as_sdt=40005&sciodt=0,10&hl=en",50,2/3/2022 11:43,,,,,,,,,80,3.81,40,2,21,"In the setting of soaring popularity, postmarketing studies of calcium channel blockers came to suggest an increase in a variety of major adverse end points. The evidence, however, was largely observational, and large-scale trials capable of addressing the concerns were …",https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/648116,"https://scholar.google.com/scholar?q=related:SmTXKVfqESYJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
79,JPA Ioannidis,Commentary: grading the credibility of molecular evidence for complex diseases,2006,International journal of epidemiology,academic.oup.com,https://academic.oup.com/ije/article-abstract/35/3/572/735577,"https://scholar.google.com/scholar?cites=260875891816140090&as_sdt=40005&sciodt=0,10&hl=en",51,2/3/2022 11:43,,,,,,,,,79,4.94,79,1,16,"Dissecting the aetiology of complex diseases has been a great challenge for biomedical research, including epidemiology. Several thinkers, 1–4 including Buchanan et al. 5 recently, have focused on the unquestionable difficulties of this ambitious enterprise and the …",https://academic.oup.com/ije/article/35/3/572/735577,"https://scholar.google.com/scholar?q=related:Og0qzj3RngMJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
77,"HT Schreuder, R Ernst, ...",Statistical techniques for sampling and monitoring natural resources,2004,Gen. Tech. Rep. RMRS …,fs.usda.gov,https://www.fs.usda.gov/treesearch/pubs/6287,"https://scholar.google.com/scholar?cites=7202567777853396301&as_sdt=40005&sciodt=0,10&hl=en",52,2/3/2022 11:43,,,,,,,,,77,4.28,26,3,18,,https://www.fs.usda.gov/treesearch/treesearch/pubs/download/6287.pdf,"https://scholar.google.com/scholar?q=related:TVWgrTup9GMJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
75,"A Schumacher, A Petronis",Epigenetics of complex diseases: from general theory to laboratory experiments,2006,"DNA Methylation: Development, Genetic …",Springer,https://link.springer.com/chapter/10.1007/3-540-31181-5_6,"https://scholar.google.com/scholar?cites=10870150455732171067&as_sdt=40005&sciodt=0,10&hl=en",53,2/3/2022 11:43,,10.1007/3-540-31181-5_6,,,,,,,75,4.69,38,2,16,"Despite significant effort, understanding the causes and mechanisms of complex non-Mendelian diseases remains a key challenge. Although numerous molecular genetic linkage and association studies have been conducted in order to explain the heritable …",,"https://scholar.google.com/scholar?q=related:O3H3OD-I2pYJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
73,"P Lagiou, HO Adami, D Trichopoulos",Causality in cancer epidemiology,2005,European Journal of Epidemiology,Springer,https://link.springer.com/article/10.1007/s10654-005-7968-y,"https://scholar.google.com/scholar?cites=1108206767524257545&as_sdt=40005&sciodt=0,10&hl=en",54,2/3/2022 11:43,,10.1007/s10654-005-7968-y,,,,,,,73,4.29,24,3,17,"In this review, issues of causality in epidemiologic research with emphasis on the aetiology of human cancer are considered. Principles of assessing causation in epidemiological studies of cancer are distinguished into those concerning an individual study, several …",,"https://scholar.google.com/scholar?q=related:CZ_3-y4kYQ8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
70,"V Baelum, R López",Periodontal epidemiology: towards social science or molecular biology?,2004,Community Dentistry and Oral …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0528.2004.00159.x,"https://scholar.google.com/scholar?cites=6979122188546211237&as_sdt=40005&sciodt=0,10&hl=en",55,2/3/2022 11:43,,10.1111/j.1600-0528.2004.00159.x,,,,,,,70,3.89,35,2,18,"Terms such as 'molecular epidemiology'and 'genetic epidemiology'have been coined to depict the change from 'traditional epidemiology', concerned with disease determinants at the community or society level, over to 'modern epidemiology', which is concerned with …",,"https://scholar.google.com/scholar?q=related:pf1XTKfS2mAJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
65,JH Clark,A critique of Women's health initiative studies (2002-2006),2006,Nuclear receptor signaling,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1630688/,"https://scholar.google.com/scholar?cites=5937764223334685411&as_sdt=40005&sciodt=0,10&hl=en",56,2/3/2022 11:43,HTML,,,,,,,,65,4.06,65,1,16,Abstract The Women's Health Initiative Studies (WHI) were designed to examine the effects of estrogen and progestin (E+ P; Prempro) and estrogen alone (Premarin) in post-menopausal women. The authors of the WHI studies and the National Heart Lung and Blood …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1630688/,"https://scholar.google.com/scholar?q=related:4xrj-xktZ1IJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
64,"M Cannon, R Kendell, E Susser, ...",Prenatal and perinatal risk factors for schizophrenia,2003,The epidemiology of …,books.google.com,https://books.google.com/books?hl=en&lr=&id=835HK7S9X1oC&oi=fnd&pg=PA74&ots=sZuPelSRIz&sig=We3xjKoWhOAWTZMVVz8krtpenSs,"https://scholar.google.com/scholar?cites=7727640448634283840&as_sdt=40005&sciodt=0,10&hl=en",57,2/3/2022 11:43,,,,,,,,,64,3.37,16,4,19,The existence of pre-and perinatal risk factors for schizophrenia as outlined in this chapter is central to the notion of schizophrenia as a neurodevelopmental disorder. The 'neurodevelopmental hypothesis' of schizophrenia proposes a subtle deviance in early brain …,,"https://scholar.google.com/scholar?q=related:QGfJlAsYPmsJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
63,M Parascandola,"Skepticism, statistical methods, and the cigarette: a historical analysis of a methodological debate",2004,Perspectives in biology and medicine,muse.jhu.edu,https://muse.jhu.edu/article/54162/summary,"https://scholar.google.com/scholar?cites=13504876638578511630&as_sdt=40005&sciodt=0,10&hl=en",58,2/3/2022 11:43,,,,,,,,,63,3.5,63,1,18,"The discipline of modern"" risk factor"" epidemiology was in its formative stages in the early 1950s, when epidemiologic studies revealed a strong association between cigarette smoking and lung cancer mortality. Many medical scientists and physicians were reluctant to …",https://www.researchgate.net/profile/Mark-Parascandola/publication/8450832_Skepticism_Statistical_Methods_and_the_Cigarette_A_Historical_Analysis_of_a_Methodological_Debate/links/02e7e52cbe5f949859000000/Skepticism-Statistical-Methods-and-the-Cigarette-A-Historical-Analysis-of-a-Methodological-Debate.pdf,"https://scholar.google.com/scholar?q=related:Do_xOcD1arsJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
63,"GGMH Swaen, O Teggeler, ...",False positive outcomes and design characteristics in occupational cancer epidemiology studies,2001,International Journal …,academic.oup.com,https://academic.oup.com/ije/article-abstract/30/5/948/724148,"https://scholar.google.com/scholar?cites=9323994579961149716&as_sdt=40005&sciodt=0,10&hl=en",59,2/3/2022 11:43,,,,,,,,,63,3,21,3,21,Background Recently there has been considerable debate about possible false positive study outcomes. Several well-known epidemiologists have expressed their concern and the possibility that epidemiological research may loose credibility with policy makers as well as …,https://academic.oup.com/ije/article-pdf/30/5/948/18478753/300948.pdf,"https://scholar.google.com/scholar?q=related:FHlAeqt7ZYEJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
63,KB Michels,A renaissance for measurement error,2001,International journal of epidemiology,academic.oup.com,https://academic.oup.com/ije/article-abstract/30/3/421/736895,"https://scholar.google.com/scholar?cites=18414552359828767523&as_sdt=40005&sciodt=0,10&hl=en",60,2/3/2022 11:43,,,,,,,,,63,3,63,1,21,"Karin B Michels with the question:'How much broccoli did you eat on average during the past year?'Everyone contemplates their past behaviour their own way and everyone's recollection and their ability to average across time differs. No doubt, there will be …",https://academic.oup.com/ije/article-pdf/30/3/421/18478586/300421.pdf,"https://scholar.google.com/scholar?q=related:I8Nsic6hjf8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
62,"DJ Margolis, J Knauss, W Bilker",Medical conditions associated with venous leg ulcers,2004,British Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2133.2004.05773.x,"https://scholar.google.com/scholar?cites=11809712529641907868&as_sdt=40005&sciodt=0,10&hl=en",61,2/3/2022 11:43,,10.1111/j.1365-2133.2004.05773.x,,,,,,,62,3.44,21,3,18,"Background In patients who have a venous leg ulcer, very little is known about the frequency of their concomitant medical conditions. Objectives To evaluate the frequency that other medical conditions are associated with a new venous leg ulcer. Methods We studied a 10 …",,"https://scholar.google.com/scholar?q=related:nCbJpPmG5KMJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
60,"D Krewski, CV Byus, BW Glickman, ...",Potential health risks of radiofrequency fields from wireless telecommunication devices,2001,Journal of Toxicology …,Taylor & Francis,https://www.tandfonline.com/doi/pdf/10.1080/10937400121067,"https://scholar.google.com/scholar?cites=18147216533359092660&as_sdt=40005&sciodt=0,10&hl=en",62,2/3/2022 11:43,,10.1080/10937400121067,,,,,,,60,2.86,15,4,21,POTENTIAL HEALTH RISKS OF RADIOFREQUENCY FIELDS FROM WIRELESS TELECOMMUNICATION DEVICES Page 1 POTENTIAL HEALTH RISKS OF RADIOFREQUENCY FIELDS FROM WIRELESS TELECOMMUNICATION DEVICES Daniel …,,"https://scholar.google.com/scholar?q=related:tOP2_End1_sJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
59,"SB Thacker, J Buffington",Applied epidemiology for the 21st century,2001,International journal of epidemiology,academic.oup.com,https://academic.oup.com/ije/article-abstract/30/2/320/713790,"https://scholar.google.com/scholar?cites=1551363586193148906&as_sdt=40005&sciodt=0,10&hl=en",63,2/3/2022 11:43,,,,,,,,,59,2.81,30,2,21,"Background Critics argue that the modern epidemiologist seems more concerned with intricately modelling complex relationships among risk factors than understanding their origins and their implications for public health. Indeed, some contend that epidemiology has …",https://academic.oup.com/ije/article-pdf/30/2/320/18478493/300320.pdf,"https://scholar.google.com/scholar?q=related:6suEUPaMhxUJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
58,NE Breslow,Case-control studies,2005,Handbook of epidemiology,Springer,https://link.springer.com/chapter/10.1007/978-3-540-26577-1_7,"https://scholar.google.com/scholar?cites=95877575825679897&as_sdt=40005&sciodt=0,10&hl=en",64,2/3/2022 11:43,,10.1007/978-3-540-26577-1_7,,,,,,,58,3.41,58,1,17,"The case-control study examines the association between disease and potential risk factors by taking separate samples of diseased cases and of controls at risk of developing disease. Information may be collected for both cases and controls on genetic, social, behavioral …",,"https://scholar.google.com/scholar?q=related:GeYDsSWgVAEJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
57,"E Richter, S Rösler, G Scherer, JG Gostomzyk, ...",Haemoglobin adducts from aromatic amines in children in relation to area of residence and exposure to environmental tobacco smoke,2001,International archives of …,Springer,https://link.springer.com/article/10.1007/s004200100243,"https://scholar.google.com/scholar?cites=7195346317425460652&as_sdt=40005&sciodt=0,10&hl=en",65,2/3/2022 11:43,,10.1007/s004200100243,,,,,,,57,2.71,11,5,21,"Objective: The influence of area of residence on haemoglobin (Hb) adducts of 4-aminobiphenyl (4-ABP), o-, m-, p-toluidine and o-anisidine was investigated in children from three different-sized Bavarian cities–Munich, Augsburg and Eichstätt, with 1,300,000 …",https://www.researchgate.net/profile/Elmar-Richter/publication/24395743_Biotransformation_of_4-Methylnitrosamino-1-3-pyridyl-1-butanone_in_Lung_Tissue_from_Mouse_Rat_Hamster_and_Man/links/617acdd9eef53e51e1fb0ad6/Biotransformation-of-4-Methylnitrosamino-1-3-pyridyl-1-butanone-in-Lung-Tissue-from-Mouse-Rat-Hamster-and-Man.pdf,"https://scholar.google.com/scholar?q=related:rEUPZloB22MJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
57,"R Rothenberg, J Baldwin, R Trotter, S Muth",The risk environment for HIV transmission: Results from the Atlanta and Flagstaff network studies,2001,Journal of Urban Health,Springer,https://link.springer.com/article/10.1093/jurban/78.3.419,"https://scholar.google.com/scholar?cites=238311628914430690&as_sdt=40005&sciodt=0,10&hl=en",66,2/3/2022 11:43,,10.1093/jurban/78.3.419,,,,,,,57,2.71,14,4,21,"The purpose of this study was to investigate the hypothesis that human immunodeficiency virus (HIV) transmission may be facilitated or obstructed by network structure, incorporating a measure of risk that combines true risk and surrogates. Persons at presumed high risk for …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3455916/pdf/11524_2006_Article_41.pdf,"https://scholar.google.com/scholar?q=related:4hJK8ymnTgMJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
56,"DL Weed, PJ Mink",Roles and responsibilities of epidemiologists,2002,Annals of epidemiology,Elsevier,https://www.sciencedirect.com/science/article/pii/S1047279701003027,"https://scholar.google.com/scholar?cites=13606510768368583797&as_sdt=40005&sciodt=0,10&hl=en",67,2/3/2022 11:43,,,,,,,,,56,2.8,28,2,20,Two distinct views of the roles and responsibilities of epidemiologists have emerged in a decades-long debate: one keeps professional practice constrained to science; the other adds active participation in public health policymaking. In defense of the narrower view are …,,"https://scholar.google.com/scholar?q=related:dQQjFXQJ1LwJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
55,"REG Upshur, R Moineddin, E Crighton, L Kiefer, ...","Simplicity within complexity: seasonality and predictability of hospital admissions in the province of Ontario 1988–2001, a population-based analysis",2005,BMC Health Services …,Springer,https://link.springer.com/article/10.1186/1472-6963-5-13,"https://scholar.google.com/scholar?cites=12946671998020384870&as_sdt=40005&sciodt=0,10&hl=en",68,2/3/2022 11:43,HTML,10.1186/1472-6963-5-13,,,,,,,55,3.24,11,5,17,Seasonality is a common feature of communicable diseases. Less well understood is whether seasonal patterns occur for non-communicable diseases. The overall effect of seasonal fluctuations on hospital admissions has not been systematically evaluated. This …,https://link.springer.com/article/10.1186/1472-6963-5-13,"https://scholar.google.com/scholar?q=related:ZniAeZbRq7MJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
